smiles,toxic,active_assays_count,total_tested_assays,mol_weight,logp,tpsa,h_donors,h_acceptors,rotatable_bonds,aromatic_rings
Nc1nc2ccccc2s1,1,1,11,150.21,1.88,38.91,1,3,0,2
Brc1nc2ccccc2s1,1,2,12,214.09,3.06,12.89,0,2,0,2
Cc1cccc2sc(N)nc12,1,2,11,164.23,2.19,38.91,1,3,0,2
COc1cccc2sc(N)nc12,1,2,11,180.23,1.89,48.14,1,4,1,2
COc1ccc2nc(N)sc2c1,1,2,11,180.23,1.89,48.14,1,4,1,2
CCOc1ccc2nc(N)sc2c1,1,3,9,194.26,2.28,48.14,1,4,2,2
CCCOc1ccc2nc(NC(=O)OC)sc2c1,1,5,9,266.32,3.26,60.45,1,5,4,2
CC(C)(C)NSc1nc2ccccc2s1,1,5,11,238.38,3.69,24.92,1,4,2,2
Nc1nc(Cl)cc(Cl)n1,1,1,11,164.0,1.37,51.8,1,3,0,1
CCOC(=O)OCC/C(SC(=O)OCC)=C(\C)N(C=O)Cc1cnc(C)nc1N,0,0,12,426.5,3.01,133.94,1,10,10,1
CCOP(=S)(OCC)Oc1cc(C)nc(C(C)C)n1,1,1,12,304.35,3.58,53.47,0,6,7,1
CCCSSC(CCO)=C(C)N(C=O)Cc1cnc(C)nc1N,0,0,10,356.52,2.73,92.34,2,7,10,1
CCOP(=S)(OCC)Oc1cc(C)nc(N(CC)CC)n1,1,1,8,333.39,3.31,56.71,0,7,9,1
Clc1cc(Cl)nc(Cl)n1,1,1,10,183.43,2.44,25.78,0,2,0,1
Clc1ccnc(Cl)n1,0,0,11,148.98,1.78,25.78,0,2,0,1
CCOc1cc(OP(=S)(OC)OC)nc(CC)n1,0,0,12,292.3,2.33,62.7,0,7,7,1
CCOP(=S)(Oc1cnc(C(C)(C)C)nc1)OC(C)C,1,1,11,318.38,3.84,53.47,0,6,6,1
COC(=O)CCCCC(CCSS/C(CCO)=C(\C)N(C=O)Cc1cnc(C)nc1N)SC(C)=O,0,0,2,544.77,4.09,135.71,2,11,17,1
CCCCc1c(C)nc(NCC)nc1O,0,0,12,209.29,2.27,58.04,2,4,5,1
O=C(O)c1cc(O)nc(O)n1,0,0,12,156.1,-0.41,103.54,3,5,1,1
CCCCc1c(C)nc(NCC)nc1OS(=O)(=O)N(C)C,1,2,8,316.43,1.74,84.42,1,6,8,1
Cc1ncc(CNC(=O)N(CCCl)N=O)c(N)n1,0,0,12,272.7,0.8,113.57,2,6,5,1
Cc1nc(N(C)C)nc(OC(=O)N(C)C)c1C,0,0,12,238.29,1.22,58.56,0,5,2,1
CCOP(=O)(OCC)Oc1cc(C)nc(C(C)C)n1,0,0,11,288.28,3.47,70.54,0,6,7,1
CCN(CC)c1nc(C)cc(OP(=S)(OC)OC)n1,1,2,10,305.34,2.53,56.71,0,7,7,1
Nc1nc(N)c(N)c(N)n1,1,1,8,140.15,-1.19,129.86,4,6,0,1
Cc1ncc[nH]1,1,1,12,82.11,0.72,28.68,1,1,0,1
Cc1ncc([N+](=O)[O-])n1CCO,0,0,12,171.16,0.09,81.19,1,4,3,1
N[C@@H](Cc1cnc[nH]1)C(=O)O,0,0,7,155.16,-0.64,92.0,3,3,3,1
NCCc1cnc[nH]1,0,0,12,111.15,-0.09,54.7,2,2,2,1
CN/C(=N\C#N)NCCSCc1nc[nH]c1C,0,0,12,252.35,0.6,88.89,3,4,5,1
Cc1ncc([N+](=O)[O-])n1CC(O)CCl,0,0,11,219.63,0.7,81.19,1,4,4,1
CN(C)N=Nc1nc[nH]c1C(N)=O,0,0,12,182.19,0.07,99.73,2,4,3,1
CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C,1,2,12,247.28,0.53,95.1,0,5,5,1
O=C(O)/C=C/c1c[nH]cn1,0,0,12,138.13,0.51,65.98,2,2,2,1
Cc1ncc([N+](=O)[O-])n1CC(C)O,0,0,12,185.18,0.48,81.19,1,4,3,1
CCc1nc(C)c[nH]1,0,0,12,110.16,1.28,28.68,1,1,1,1
Cc1c[nH]cn1,0,0,12,82.11,0.72,28.68,1,1,0,1
Cn1c([N+](=O)[O-])cnc1COC(N)=O,0,0,12,200.15,-0.08,113.28,1,5,3,1
O=[N+]([O-])c1nccn1CO[C@@H](CO)[C@H](O)CO,0,0,12,247.21,-1.52,130.88,3,7,7,1
O=C(Cn1ccnc1[N+](=O)[O-])NCCO,0,0,11,214.18,-1.1,110.29,2,5,5,1
Cc1ncc([N+](=O)[O-])n1C,0,0,12,141.13,0.64,60.96,0,3,1,1
c1c[nH]cn1,0,0,12,68.08,0.41,28.68,1,1,0,1
CC(C)c1ncc([N+](=O)[O-])n1C,0,0,9,169.18,1.45,60.96,0,3,2,1
Cc1ncsc1CCCl,0,0,12,161.66,2.23,12.89,0,2,2,1
Cc1cscn1,0,0,11,99.16,1.45,12.89,0,2,0,1
CNC(=C[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1,0,0,12,331.47,1.32,83.33,2,8,10,1
CCOC(=O)C(=O)c1csc(NC=O)n1,0,0,2,228.23,0.46,85.36,1,6,5,1
CO/N=C(\C(=O)O)c1csc(NC(=O)CCl)n1,1,1,2,277.69,0.76,100.88,2,6,5,1
CN/C(=N\[N+](=O)[O-])NCc1cnc(Cl)s1,0,0,12,249.68,0.65,92.45,2,4,3,1
NC(N)=Nc1nc(CSCC/C(N)=N\S(N)(=O)=O)cs1,0,0,12,337.46,-0.77,175.83,4,6,7,1
CC(C)Cc1nccs1,0,0,12,141.24,2.34,12.89,0,2,2,1
Nc1nc(CC(=O)O)cs1,0,0,11,158.18,0.35,76.21,2,4,2,1
Nc1nccs1,0,0,11,100.15,0.73,38.91,1,3,0,1
CC(=O)c1nccs1,1,2,12,127.17,1.35,29.96,0,3,1,1
CC(=O)Nc1ncc([N+](=O)[O-])s1,0,0,11,187.18,1.01,85.13,1,5,2,1
Nc1ncc([N+](=O)[O-])s1,1,3,12,145.14,0.63,82.05,1,5,1,1
CN/C(=N\C#N)NCCSCc1csc(N=C(N)N)n1,0,0,11,312.43,-0.07,137.5,4,6,6,1
Cc1ncsc1CCO,0,0,12,143.21,0.99,33.12,1,3,2,1
CCCc1ncc(C(=O)O)s1,0,0,2,171.22,1.79,50.19,1,3,3,1
CC(=O)c1sc(C)nc1C,0,0,12,155.22,1.96,29.96,0,3,1,1
C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2OP(=O)(O)O,1,3,9,352.37,3.73,86.99,3,3,2,1
C[C@]12CC[C@@H]3c4ccc(OC(=O)N(CCCl)CCCl)cc4CC[C@H]3[C@@H]1CC[C@@H]2OP(=O)(O)O,1,4,9,520.39,5.3,96.3,2,4,7,1
CC(=O)Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12,1,5,11,314.43,3.83,46.53,1,3,1,1
C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(OC)ccc4[C@H]3CC[C@@]21C,1,3,12,310.44,3.92,29.46,1,2,1,1
C[C@]12CC[C@@H]3c4ccc(OC(=O)N(CCCl)CCCl)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,0,0,1,440.41,5.18,49.77,1,3,5,1
C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1C[C@@H](O)[C@@H]2O,1,2,12,288.39,2.58,60.69,3,3,0,1
C[C@]12CC[C@@H]3c4ccc(O)cc4C[C@@H](CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)[C@H]3[C@@H]1CC[C@@H]2O,1,3,9,606.78,8.68,57.53,2,3,14,1
C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,1,7,12,272.39,3.61,40.46,2,2,0,1
C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C,1,6,12,296.41,3.61,40.46,2,2,0,1
CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@]12C,1,5,9,328.45,4.57,46.53,1,3,2,1
CCCOc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)C(OC)CC[C@@H]12,0,0,2,328.5,5.35,18.46,0,2,4,1
C[C@]12CC[C@@H]3c4ccc(OC(=O)N(CCCl)CCCl)cc4CC[C@H]3[C@@H]1CC[C@@H]2OP(=O)([O-])[O-],1,4,9,518.37,4.04,101.96,0,6,7,1
CCC(=O)Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1C[C@@H](OC(=O)CC)[C@@H]2OC(=O)CC,0,0,2,456.58,5.11,78.9,0,6,6,1
CCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@]12C,1,4,9,356.51,5.35,46.53,1,3,4,1
CCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@]12C,1,4,9,384.56,6.13,46.53,1,3,6,1
CCC(=O)Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](OC(=O)CC)CC[C@@H]12,1,4,8,384.52,5.18,52.6,0,4,4,1
C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@H]2O,1,6,11,272.39,3.61,40.46,2,2,0,1
CC=Cc1ccc2c(c1)OCO2,0,0,12,162.19,2.45,18.46,0,2,1,1
CC(N)Cc1ccc2c(c1)OCO2,0,0,10,179.22,1.31,44.48,1,3,2,1
C=CCc1ccc2c(c1)OCO2,0,0,12,162.19,2.14,18.46,0,2,2,1
C=CCc1cc(OC)c2c(c1)OCO2,0,0,12,192.21,2.15,27.69,0,3,3,1
CNC(=O)Oc1cccc2c1OC(C)(C)O2,1,1,12,223.23,1.91,56.79,1,4,1,1
CC(=O)CCc1ccc2c(c1)OCO2,0,0,12,192.21,1.94,35.53,0,3,3,1
Oc1ccc2c(c1)OCO2,1,2,8,138.12,1.12,38.69,1,3,0,1
COc1cc(CC(C)N)cc2c1OCO2,0,0,12,209.24,1.31,53.71,1,4,3,1
CC(Cc1ccc2c(c1)OCO2)NO,0,0,12,195.22,1.33,50.72,2,4,3,1
CCNC(C)Cc1ccc2c(c1)OCO2,0,0,10,207.27,1.96,30.49,1,3,4,1
CNC(C)Cc1ccc2c(c1)OCO2,1,1,12,193.25,1.57,30.49,1,3,3,1
CC(C=O)Cc1ccc2c(c1)OCO2,0,0,11,192.21,1.79,35.53,0,3,3,1
CCCCCCCCS(=O)C(C)Cc1ccc2c(c1)OCO2,1,2,7,324.49,4.46,35.53,0,3,10,1
CCCCOCCOCCOCc1cc2c(cc1CCC)OCO2,1,1,11,338.44,3.72,46.15,0,5,13,1
CC(=O)C=Cc1ccc2c(c1)OCO2,1,1,8,190.2,2.02,35.53,0,3,2,1
O=Cc1ccc2c(c1)OCO2,0,0,10,150.13,1.23,35.53,0,3,1,1
CC(=O)OCc1ccc2c(c1)OCO2,0,0,12,194.19,1.48,44.76,0,4,2,1
CCC(C)OC(=O)N1CCCCC1CCO,0,0,11,229.32,2.16,49.77,1,3,4,0
OCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,0,0,12,207.23,-3.26,104.39,5,6,3,0
OCCC1CCCCN1,0,0,11,129.2,0.51,32.26,2,2,2,0
CCCC1CCCCN1,0,0,2,127.23,1.93,12.03,1,1,2,0
CC1(C)CC(O)CC(C)(C)N1,0,0,12,157.26,1.29,32.26,2,2,0,0
CCCCNC1CC(C)(C)NC(C)(C)C1,0,0,11,212.38,2.69,24.06,2,2,4,0
CN1C(C)(C)CC(O)CC1(C)C,0,0,11,171.28,1.63,23.47,1,2,0,0
CC1(C)CC(O)CC(C)(C)N1[O],0,0,12,172.25,1.35,43.37,1,2,0,0
O=NN1CCCCC1,0,0,12,114.15,1.15,32.67,0,2,1,0
CC1CCCNC1,0,0,11,99.18,1.01,12.03,1,1,0,0
C1CCNCC1,0,0,10,85.15,0.76,12.03,1,1,0,0
C[C@@H]1CCC[C@H](C)N1,0,0,12,113.2,1.54,12.03,1,1,0,0
O=CN1CCCCC1,0,0,12,113.16,0.63,20.31,0,1,1,0
CCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,0,0,12,219.28,-1.45,84.16,4,5,4,0
CC1(C)CC(N)CC(C)(C)N1,0,0,11,156.27,1.25,38.05,2,2,0,0
CN1C(C)(C)CCCC1(C)C,0,0,12,155.28,2.66,3.24,0,1,0,0
Cn1cnc2c1c(=O)[nH]c(=O)n2C,0,0,12,180.17,-1.04,72.68,1,3,0,2
Cn1c(=O)c2c(ncn2CC(O)CO)n(C)c1=O,0,0,12,254.25,-2.21,102.28,2,5,3,2
CC(O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,0,0,12,280.33,-0.02,82.05,1,4,5,2
Cn1c(=O)c2[nH]c(Br)nc2n(C)c1=O,0,0,12,259.06,-0.28,72.68,1,3,0,2
Cn1c(=O)c2c(ncn2CC(=O)O)n(C)c1=O,0,0,2,238.2,-1.48,99.12,1,4,2,2
Cn1c(=O)c2[nH]cnc2n(C)c1=O,1,1,12,180.17,-1.04,72.68,1,3,0,2
CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,0,0,12,278.31,0.19,78.89,0,4,5,2
Cn1c(=O)c2c(ncn2CCO)n(C)c1=O,0,0,12,224.22,-1.57,82.05,1,4,2,2
CC(O)Cn1cnc2c1c(=O)n(C)c(=O)n2C,0,0,12,238.25,-1.19,82.05,1,4,2,2
Cn1c(=O)c2c(ncn2C)n(C)c1=O.O=C(O)CC(O)(CC(=O)O)C(=O)O,0,0,12,386.32,-2.28,193.95,4,7,5,2
CC(C)Cn1cnc2c1c(=O)n(C)c(=O)n2C,0,0,12,236.27,0.09,61.82,0,3,2,2
CCCCCCn1c(=O)c2c(ncn2C)n(C)c1=O,0,0,2,264.33,1.01,61.82,0,3,5,2
Cn1c(=O)c2c(ncn2C)n(C)c1=O,1,1,12,194.19,-1.03,61.82,0,3,0,2
CCCn1cnc2c1c(=O)n(CCCCC(C)=O)c(=O)n2C,0,0,11,306.37,1.07,78.89,0,4,7,2
CCCn1c(=O)[nH]c(=O)c2[nH]cnc21,0,0,10,194.19,-0.18,83.54,2,3,2,2
O=CN1CCOCC1,0,0,12,115.13,-0.53,29.54,0,2,1,0
CC1(C)CO[C@@H](CC(=O)O)CN1,0,0,2,173.21,0.23,58.56,2,3,2,0
O=NN1CCOCC1,0,0,12,116.12,0.0,41.9,0,3,1,0
N=C(N)NC(=N)N1CCOCC1,0,0,12,171.2,-1.26,98.22,4,3,0,0
O=S(=O)(O)CCCN1CCOCC1,0,0,12,209.27,-0.4,66.84,1,4,4,0
CCCCCCCCCCCCN1CCOCC1,0,0,10,255.45,4.24,12.47,0,2,11,0
CN1CCOCC1,0,0,12,101.15,-0.05,12.47,0,2,0,0
CCCCCCCCCCCCCN1CC(C)OC(C)C1,0,0,12,297.53,5.41,12.47,0,2,12,0
C=CC(=O)N1CCOCC1,0,0,12,141.17,0.03,29.54,0,2,1,0
OCCN1CCOCC1,0,0,11,131.17,-0.69,32.7,1,3,2,0
NCCN1CCOCC1,0,0,12,130.19,-0.72,38.49,1,3,2,0
NCCCN1CCOCC1,0,0,12,144.22,-0.33,38.49,1,3,3,0
CCN1CCOCC1,0,0,12,115.18,0.34,12.47,0,2,1,0
C1COCCN1,0,0,12,87.12,-0.39,21.26,1,2,0,0
CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,1,1,8,318.87,4.89,6.48,0,3,4,2
Clc1ccc2c(c1)Nc1ccccc1S2,0,0,1,233.72,4.55,12.03,1,2,0,2
CN(C)CCCN1c2ccccc2Sc2ccccc21,1,1,10,284.43,4.24,6.48,0,3,4,2
CN(C)CCCN1c2ccccc2Sc2ccc(C(F)(F)F)cc21,1,1,8,352.43,5.26,6.48,0,3,4,2
CCN(CC)CCC(=O)N1c2ccccc2Sc2ccc(Cl)cc21,0,0,7,360.91,5.2,23.55,0,3,5,2
COc1ccc2c(c1)N(C[C@H](C)CN(C)C)c1ccccc1S2,0,0,9,328.48,4.5,15.71,0,4,5,2
CC(=O)c1ccc2c(c1)N(CCCN(C)C)c1ccccc1S2,0,0,11,326.46,4.44,23.55,0,4,5,2
CC(CN1c2ccccc2Sc2ccccc21)N(C)C,0,0,11,284.43,4.24,6.48,0,3,3,2
CC(CN1c2ccccc2Sc2ccc(S(=O)(=O)N(C)C)cc21)N(C)C,0,0,8,391.56,3.49,43.86,0,5,5,2
CCc1ccc2c(c1)N(CC(C)CN(C)C)c1ccccc1S2,0,0,6,326.51,5.05,6.48,0,3,5,2
CCN(CC)CCC(=O)N1c2ccccc2Sc2ccc(C(F)(F)F)cc21,0,0,7,394.46,5.57,23.55,0,3,5,2
CCN(CC)C(C)CN1c2ccccc2Sc2ccccc21,0,0,12,312.48,5.02,6.48,0,3,5,2
c1ccc2c(c1)Nc1ccccc1S2,1,2,12,199.28,3.89,12.03,1,2,0,2
CCC(=O)c1ccc2c(c1)N(CCCN(C)C)c1ccccc1S2,0,0,8,340.49,4.83,23.55,0,4,6,2
Nc1ccc(/N=N/c2ccccc2)cc1,1,4,9,197.24,3.68,50.74,1,3,2,2
Cc1cccc(/N=N/c2ccc(N(C)C)cc2)c1,1,6,11,239.32,4.48,27.96,0,3,3,2
CCOc1ccc(N=Nc2ccc(N)cc2N)cc1,1,5,8,256.31,3.67,85.99,2,5,4,2
Nc1ccc(/N=N\c2ccccc2)c(N)c1,1,5,9,212.26,3.27,76.76,2,4,2,2
O=C(O)CCNC(=O)c1ccc(/N=N/c2ccc(O)c(C(=O)O)c2)cc1,0,0,11,357.32,2.71,148.65,4,6,7,2
CN(C)c1ccc(/N=N/c2ccccc2C(=O)O)cc1,1,4,9,269.3,3.87,65.26,1,4,4,2
CCN(CCC#N)c1ccc(N=Nc2c(Cl)cc([N+](=O)[O-])cc2Cl)cc1,1,1,8,392.25,6.06,94.89,0,6,7,2
c1ccc(N=Nc2ccccc2)cc1,1,1,12,182.23,4.1,24.72,0,2,2,2
Cc1cc(N=Nc2ccccc2C)ccc1N,1,4,7,225.3,4.3,50.74,1,3,2,2
O=C(O)c1cc(/N=N/c2ccc([N+](=O)[O-])cc2)ccc1O,1,3,6,287.23,3.41,125.39,2,6,4,2
CC(=O)OCCN(CCOC(C)=O)c1ccc(/N=N/c2ccc([N+](=O)[O-])cc2C#N)cc1,1,3,10,439.43,3.81,147.49,0,10,10,2
Oc1ccc(/N=N/c2ccccc2)cc1,1,6,9,198.23,3.81,44.95,1,3,2,2
Nc1ccc(/N=N/c2ccc(N)cc2)cc1,1,3,8,212.26,3.27,76.76,2,4,2,2
CN(C)c1ccc(N=Nc2ccccc2)cc1,1,5,10,225.3,4.17,27.96,0,3,3,2
COCCc1ccc(OCC(O)CNC(C)C)cc1.COCCc1ccc(OCC(O)CNC(C)C)cc1,0,0,12,534.74,3.23,101.44,4,8,18,2
O=C([O-])c1ccccc1O.O=C([O-])c1ccccc1O.[Zn+2],0,0,10,339.62,-0.49,120.72,2,6,2,2
CCCCCCCN(CC)CCCC(O)c1ccc(NS(C)(=O)=O)cc1.CCCCCCCN(CC)CCCC(O)c1ccc(NS(C)(=O)=O)cc1,0,0,8,769.17,8.33,139.28,4,8,28,2
COCCc1ccc(OCC(O)CNC(C)C)cc1.COCCc1ccc(OCC(O)CNC(C)C)cc1.O=C(O)CCC(=O)O,1,1,9,652.83,3.16,176.04,6,10,21,2
C/N=C(\NC)NCc1ccccc1.C/N=C(\NC)NCc1ccccc1,0,0,9,354.5,1.96,72.84,4,2,4,2
CNC(C)(C)Cc1ccccc1.CNC(C)(C)Cc1ccccc1,0,0,12,326.53,4.45,24.06,2,2,6,2
CNc1ccc(O)cc1.CNc1ccc(O)cc1,1,3,6,246.31,2.87,64.52,4,4,2,2
[2H]C([2H])([2H])[C@H](N)Cc1ccccc1.[2H]C([2H])([2H])[C@H](N)Cc1ccccc1,0,0,10,276.46,3.15,52.04,2,2,4,2
C[C@](N)(Cc1ccc(O)c(O)c1)C(=O)O.C[C@](N)(Cc1ccc(O)c(O)c1)C(=O)O,0,0,12,422.43,0.88,207.56,8,8,6,2
CC(C)(C)NCC(O)c1cc(O)cc(O)c1.CC(C)(C)NCC(O)c1cc(O)cc(O)c1,0,0,12,450.58,3.04,145.44,8,8,6,2
CC(C)NCC(O)c1cc(O)cc(O)c1.CC(C)NCC(O)c1cc(O)cc(O)c1,0,0,2,422.52,2.26,145.44,8,8,8,2
CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1.CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1,0,0,12,650.9,4.73,119.9,4,10,24,2
N=C(N)NCc1cccc(I)c1.N=C(N)NCc1cccc(I)c1,0,0,9,550.19,2.55,123.8,6,2,4,2
O=C1CCCN1,1,1,12,85.11,-0.1,29.1,1,1,0,0
O=C1CC[C@@H](C(=O)O)N1,0,0,12,129.11,-0.65,66.4,2,2,1,0
CN1CCCC1=O,0,0,12,99.13,0.24,20.31,0,1,0,0
C=CN1CCCC1=O,0,0,12,111.14,0.75,20.31,0,1,1,0
NC(=O)CN1CCCC1=O,0,0,12,142.16,-0.91,63.4,1,2,2,0
CCCCC(O)/C=C(C)/C=C/C=C/C(=O)N1CCCC1=O,0,0,2,291.39,2.75,57.61,1,3,7,0
CCN1CCCC1=O,0,0,12,113.16,0.63,20.31,0,1,1,0
O=C1CCCN1CCO,0,0,12,129.16,-0.4,40.54,1,2,2,0
CCC(C(N)=O)N1CCCC1=O,1,1,12,170.21,-0.13,63.4,1,2,3,0
CCCCCCCCCCCCN1CCCC1=O,1,1,4,253.43,4.53,20.31,0,1,11,0
CCOC(=O)CN1CCCC1=O,0,0,2,171.2,0.17,46.61,0,3,3,0
CCCCCCCCN1CCCC1=O,0,0,11,197.32,2.97,20.31,0,1,7,0
NC(=O)CN1CC(O)CC1=O,0,0,9,158.16,-1.94,83.63,2,3,2,0
Nc1nc2ccccc2[nH]1,1,1,12,133.15,1.15,54.7,2,2,0,2
CCCSc1ccc2[nH]c(NC(=O)OC)nc2c1,1,6,10,265.34,3.24,67.01,2,4,4,2
c1ccc2[nH]cnc2c1,0,0,12,118.14,1.56,28.68,1,1,0,2
Cc1nc2ccc(Cl)cc2[nH]1,1,1,12,166.61,2.52,28.68,1,1,0,2
NC(=O)Nc1nc2ccccc2[nH]1,0,0,8,176.18,1.05,83.8,3,2,1,2
CCCOc1ccc2[nH]c(NC(=O)OC)nc2c1,1,3,9,249.27,2.53,76.24,2,4,4,2
CCCCNC(=O)n1c(NC(=O)OC)nc2ccccc21,1,2,8,290.32,2.57,85.25,2,4,4,2
Cn1c(CCCC(=O)O)nc2cc(N(CCCl)CCCl)ccc21,1,1,12,358.27,3.26,58.36,1,3,9,2
O=C(O)CCc1nc2ccccc2[nH]1,0,0,12,190.2,1.58,65.98,2,2,3,2
CCCS(=O)c1ccc2[nH]c(NC(=O)OC)nc2c1,0,0,2,281.34,2.26,84.08,2,4,4,2
O=[N+]([O-])c1ccc2[nH]cnc2c1,1,1,12,163.14,1.47,71.82,1,3,1,2
CCCCc1ccc2[nH]c(NC(=O)OC)nc2c1,1,6,7,247.3,3.08,67.01,2,3,4,2
COC(=O)Nc1nc2ccccc2[nH]1,1,2,11,191.19,1.74,67.01,2,3,1,2
O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1I,0,0,10,354.1,-1.22,104.55,3,5,2,1
C[C@H]1O[C@@H](n2cc(F)c(=O)[nH]c2=O)[C@H](O)[C@@H]1O,1,3,11,246.19,-1.69,104.55,3,5,1,1
O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1/C=C/Br,0,0,9,333.14,-0.46,104.55,3,5,3,1
Cc1cn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2F)c(=O)[nH]c1=O,0,0,2,260.22,-1.57,104.55,3,5,2,1
Cc1cn([C@H]2C[C@H](F)[C@@H](CO)O2)c(=O)[nH]c1=O,0,0,11,244.22,-0.54,84.32,2,4,2,1
O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1F,1,2,9,246.19,-1.68,104.55,3,5,2,1
CCc1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]c1=O,0,0,9,256.26,-1.26,104.55,3,5,3,1
Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O,1,1,12,267.25,-0.2,133.08,2,5,3,1
O=c1[nH]c(=O)n([C@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)cc1/C=C\Br,0,0,2,349.14,-1.49,124.78,4,6,3,1
O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1Br,0,0,10,307.1,-1.06,104.55,3,5,2,1
O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1C(F)(F)F,1,1,8,296.2,-0.8,104.55,3,5,2,1
Cc1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]c1=O,0,0,8,242.23,-1.51,104.55,3,5,2,1
O=c1[nH]c(=O)n(C2CCCO2)cc1F,0,0,12,200.17,-0.02,64.09,1,3,1,1
CCCCCCCC/C=C/CCCCCCCC(=O)OCCOCC(OCCO)C1OC(OCCO)CC1OCCO,0,0,10,604.82,4.46,133.14,3,10,30,0
CC1CCCO1,0,0,11,86.13,1.19,9.23,0,1,0,0
CC(=O)OC[C@H]1O[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@@H]1OC(C)=O,0,0,2,318.28,-0.3,114.43,0,9,5,0
OCC1CCCO1,0,0,12,102.13,0.16,29.46,1,2,1,0
C=C(C)C(=O)OCC1CCCO1,0,0,12,170.21,1.28,35.53,0,3,3,0
CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@@H](O)[C@H]1OC[C@H](O)[C@H]1O,0,0,12,428.61,4.05,96.22,3,6,18,0
OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O,0,0,12,180.16,-3.22,110.38,5,6,2,0
O=P([O-])([O-])OC[C@@]1(O)O[C@H](COP(=O)([O-])O)[C@@H](O)[C@@H]1O,1,1,9,337.09,-4.88,211.93,4,11,6,0
C=CC(=O)OCC1CCCO1,0,0,11,156.18,0.89,35.53,0,3,3,0
C1CCOC1,0,0,11,72.11,0.8,9.23,0,1,0,0
CCCCCCCCCCCC(=O)OC[C@@H](O)[C@H]1OC[C@H](OCCO)[C@H]1OCCO,1,2,12,434.57,1.97,114.68,3,8,19,0
CN/C(=N/[N+](=O)[O-])NCC1CCOC1,0,0,11,202.21,-0.62,88.79,2,3,3,0
CC(C)C[C@H](NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O,1,4,10,353.42,4.02,75.63,2,3,6,2
CC(C)NCCCC1(C(N)=O)c2ccccc2-c2ccccc21,0,0,2,308.43,3.22,55.12,2,2,6,2
CC(=O)Nc1ccc2c(c1)Cc1ccccc1-2,1,5,11,223.27,3.22,29.1,1,1,1,2
O=C(Nc1ccc2c(c1)Cc1ccccc1-2)C(F)(F)F,1,1,8,277.24,3.76,29.1,1,1,1,2
CC(=O)c1ccc2c(c1)Cc1ccccc1-2,1,3,9,208.26,3.46,17.07,0,1,1,2
COC(=O)C1(O)c2ccccc2-c2ccccc21,0,0,12,240.26,2.08,46.53,1,3,1,2
Oc1ccc2c(c1)Cc1ccccc1-2,1,5,8,182.22,2.96,20.23,1,1,0,2
Oc1ccc2c(c1)-c1ccccc1C2,1,5,11,182.22,2.96,20.23,1,1,0,2
